Epoch 1: train loss 0.0032406861428171396, accuracy 0.9903529411764705
Epoch 2: train loss 0.0007468134281225502, accuracy 0.9976470588235294
Epoch 3: train loss 0.00012335194332990795, accuracy 0.9997647058823529
Epoch 4: train loss 0.00016780354781076312, accuracy 0.9995294117647059
Epoch 5: train loss 0.00023707031505182385, accuracy 0.9985882352941177
Epoch 6: train loss 5.606665217783302e-05, accuracy 1.0
Epoch 7: train loss 4.347420690464787e-05, accuracy 1.0
Epoch 8: train loss 0.0002588991483207792, accuracy 0.9988235294117647
Epoch 9: train loss 6.780986586818472e-05, accuracy 0.9997647058823529
Epoch 10: train loss 4.844755312660709e-05, accuracy 1.0
Epoch 1: train loss 0.0025163753889501095, accuracy 0.992
Epoch 2: train loss 0.0004668663605116308, accuracy 0.9985882352941177
Epoch 3: train loss 0.00021127838408574462, accuracy 0.9992941176470588
Epoch 4: train loss 0.0004678472178056836, accuracy 0.9990588235294118
Epoch 5: train loss 0.00023053577751852572, accuracy 0.9995294117647059
Epoch 6: train loss 0.0001223248109454289, accuracy 0.9995294117647059
Epoch 7: train loss 0.0002235371939605102, accuracy 0.9992941176470588
Epoch 8: train loss 7.984078547451645e-05, accuracy 1.0
Epoch 9: train loss 0.00044997039367444813, accuracy 0.9990588235294118
Epoch 10: train loss 0.00014841571100987494, accuracy 0.9997647058823529
Epoch 1: train loss 0.0028240608517080545, accuracy 0.9905882352941177
Epoch 2: train loss 0.0003990322002209723, accuracy 0.9988235294117647
Epoch 3: train loss 0.00041526375571265817, accuracy 0.9978823529411764
Epoch 4: train loss 0.0002243844064651057, accuracy 0.9995294117647059
Epoch 5: train loss 0.00010158055374631658, accuracy 0.9997647058823529
Epoch 6: train loss 6.700142694171518e-05, accuracy 0.9997647058823529
Epoch 7: train loss 5.955552478553727e-05, accuracy 1.0
Epoch 8: train loss 0.00028598684002645314, accuracy 0.9995294117647059
Epoch 9: train loss 6.309591117314994e-05, accuracy 1.0
Epoch 10: train loss 0.00021441400167532265, accuracy 0.9995294117647059
Epoch 1: train loss 0.0033904362935572863, accuracy 0.9872941176470589
Epoch 2: train loss 0.0011341399513185024, accuracy 0.9941176470588236
Epoch 3: train loss 0.0004031564749311656, accuracy 0.9983529411764706
Epoch 4: train loss 0.00018260773504152894, accuracy 0.9992941176470588
Epoch 5: train loss 0.0003167456015944481, accuracy 0.9983529411764706
Epoch 6: train loss 0.0005335593014024198, accuracy 0.9971764705882353
Epoch 7: train loss 0.00026067710132338107, accuracy 0.9988235294117647
Epoch 8: train loss 8.644205809105188e-05, accuracy 0.9997647058823529
Epoch 9: train loss 0.00017486236174590886, accuracy 0.9992941176470588
Epoch 10: train loss 0.000103864396805875, accuracy 0.9995294117647059
Epoch 1: train loss 0.003409339813515544, accuracy 0.9861176470588235
Epoch 2: train loss 0.0006924192421138287, accuracy 0.9969411764705882
Epoch 3: train loss 0.0004175158392172307, accuracy 0.9978823529411764
Epoch 4: train loss 0.0002910861512646079, accuracy 0.9985882352941177
Epoch 5: train loss 0.0004646653833333403, accuracy 0.9974117647058823
Epoch 6: train loss 0.0005821644444949925, accuracy 0.9988235294117647
Epoch 7: train loss 0.00030598879675380886, accuracy 0.9990588235294118
Epoch 8: train loss 0.00033303911914117634, accuracy 0.9988235294117647
Epoch 9: train loss 0.00032753817504271865, accuracy 0.9983529411764706
Epoch 10: train loss 0.00016540614888072014, accuracy 0.9992941176470588
Epoch 1: train loss 0.0015179013134911656, accuracy 0.9945882352941177
Epoch 2: train loss 0.0007019166368991137, accuracy 0.9962352941176471
Epoch 3: train loss 0.00034793507074937224, accuracy 0.9985882352941177
Epoch 4: train loss 0.00024151317484211177, accuracy 0.9995294117647059
Epoch 5: train loss 7.115442713256925e-05, accuracy 1.0
Epoch 6: train loss 0.00019705145678017288, accuracy 0.9988235294117647
Epoch 7: train loss 0.00018966878997161984, accuracy 0.9992941176470588
Epoch 8: train loss 7.124433614080772e-05, accuracy 1.0
Epoch 9: train loss 0.0005172981764189899, accuracy 0.9983529411764706
Epoch 10: train loss 0.00016434595454484224, accuracy 0.9990588235294118
Epoch 1: train loss 0.0014973902143537998, accuracy 0.9962352941176471
Epoch 2: train loss 0.00021336745703592896, accuracy 0.9990588235294118
Epoch 3: train loss 0.0003096900472883135, accuracy 0.9985882352941177
Epoch 4: train loss 9.752705227583647e-05, accuracy 1.0
Epoch 5: train loss 0.0010350748198106885, accuracy 0.9981176470588236
Epoch 6: train loss 0.00039435832877643406, accuracy 0.9981176470588236
Epoch 7: train loss 9.900635632220656e-05, accuracy 0.9997647058823529
Epoch 8: train loss 0.00010858388850465417, accuracy 0.9995294117647059
Epoch 9: train loss 0.00019014751887880266, accuracy 0.9995294117647059
Epoch 10: train loss 8.151275687851012e-05, accuracy 0.9995294117647059
Epoch 1: train loss 0.0019193936605006456, accuracy 0.9915294117647059
Epoch 2: train loss 0.0004807949298992753, accuracy 0.9988235294117647
Epoch 3: train loss 0.0004210841143503785, accuracy 0.9974117647058823
Epoch 4: train loss 0.0003086909418925643, accuracy 0.9990588235294118
Epoch 5: train loss 8.60634827404283e-05, accuracy 0.9997647058823529
Epoch 6: train loss 0.0005395972984842956, accuracy 0.9978823529411764
Epoch 7: train loss 0.00013297864643391222, accuracy 0.9992941176470588
Epoch 8: train loss 7.464495138265193e-05, accuracy 0.9997647058823529
Epoch 9: train loss 0.0001406296796631068, accuracy 0.9992941176470588
Epoch 10: train loss 0.00018280191579833627, accuracy 0.9988235294117647
