Epoch 1: train loss 0.08807922899723053, accuracy 0.9952941176470588
Epoch 2: train loss 0.08873441070318222, accuracy 0.9967058823529412
Epoch 3: train loss 0.08608120679855347, accuracy 0.9948235294117647
Epoch 4: train loss 0.08993472158908844, accuracy 0.9915294117647059
Epoch 5: train loss 0.08825292438268661, accuracy 0.9950588235294118
Epoch 6: train loss 0.09015220403671265, accuracy 0.9938823529411764
Epoch 7: train loss 0.0880705937743187, accuracy 0.9943529411764706
Epoch 8: train loss 0.08668294548988342, accuracy 0.9969411764705882
Epoch 9: train loss 0.08764897286891937, accuracy 0.9948235294117647
Epoch 10: train loss 0.08955303579568863, accuracy 0.9969411764705882
Epoch 1: train loss 0.08450590819120407, accuracy 0.9952941176470588
Epoch 2: train loss 0.083074189722538, accuracy 0.9945882352941177
Epoch 3: train loss 0.08305706083774567, accuracy 0.9952941176470588
Epoch 4: train loss 0.08197761327028275, accuracy 0.9971764705882353
Epoch 5: train loss 0.08161800354719162, accuracy 0.9964705882352941
Epoch 6: train loss 0.08240070194005966, accuracy 0.9952941176470588
Epoch 7: train loss 0.08421571552753448, accuracy 0.9955294117647059
Epoch 8: train loss 0.08223554491996765, accuracy 0.9969411764705882
Epoch 9: train loss 0.08382347226142883, accuracy 0.995764705882353
Epoch 10: train loss 0.07886537164449692, accuracy 0.9976470588235294
Epoch 1: train loss 0.08015573024749756, accuracy 0.9964705882352941
Epoch 2: train loss 0.08039586991071701, accuracy 0.9943529411764706
Epoch 3: train loss 0.07891326397657394, accuracy 0.9974117647058823
Epoch 4: train loss 0.07981519401073456, accuracy 0.9967058823529412
Epoch 5: train loss 0.07957874238491058, accuracy 0.9952941176470588
Epoch 6: train loss 0.0768899917602539, accuracy 0.9971764705882353
Epoch 7: train loss 0.08160074800252914, accuracy 0.9952941176470588
Epoch 8: train loss 0.0780898779630661, accuracy 0.9952941176470588
Epoch 9: train loss 0.07565057277679443, accuracy 0.9976470588235294
Epoch 10: train loss 0.0804952010512352, accuracy 0.9967058823529412
Epoch 1: train loss 0.08430781215429306, accuracy 0.9969411764705882
Epoch 2: train loss 0.08260821551084518, accuracy 0.9978823529411764
Epoch 3: train loss 0.08241470158100128, accuracy 0.9948235294117647
Epoch 4: train loss 0.0813692957162857, accuracy 0.9964705882352941
Epoch 5: train loss 0.08247324079275131, accuracy 0.9969411764705882
Epoch 6: train loss 0.0811530277132988, accuracy 0.9945882352941177
Epoch 7: train loss 0.08009006828069687, accuracy 0.9978823529411764
Epoch 8: train loss 0.08340928703546524, accuracy 0.9976470588235294
Epoch 9: train loss 0.08026265352964401, accuracy 0.995764705882353
Epoch 10: train loss 0.08194746822118759, accuracy 0.9976470588235294
Epoch 1: train loss 0.08693359047174454, accuracy 0.9941176470588236
Epoch 2: train loss 0.08340279012918472, accuracy 0.9955294117647059
Epoch 3: train loss 0.08515683561563492, accuracy 0.9950588235294118
Epoch 4: train loss 0.0839916467666626, accuracy 0.9964705882352941
Epoch 5: train loss 0.08474451303482056, accuracy 0.996
Epoch 6: train loss 0.08591286838054657, accuracy 0.9941176470588236
Epoch 7: train loss 0.08413124084472656, accuracy 0.9969411764705882
Epoch 8: train loss 0.08418350666761398, accuracy 0.9974117647058823
Epoch 9: train loss 0.08498439192771912, accuracy 0.9943529411764706
Epoch 10: train loss 0.0821094736456871, accuracy 0.9952941176470588
Epoch 1: train loss 0.07969960570335388, accuracy 0.9950588235294118
Epoch 2: train loss 0.07942022383213043, accuracy 0.9955294117647059
Epoch 3: train loss 0.08014677464962006, accuracy 0.9934117647058823
Epoch 4: train loss 0.0805392935872078, accuracy 0.9962352941176471
Epoch 5: train loss 0.08037947863340378, accuracy 0.9969411764705882
Epoch 6: train loss 0.0810738354921341, accuracy 0.9969411764705882
Epoch 7: train loss 0.08021228760480881, accuracy 0.9936470588235294
Epoch 8: train loss 0.07911301404237747, accuracy 0.9941176470588236
Epoch 9: train loss 0.08180150389671326, accuracy 0.995764705882353
Epoch 10: train loss 0.0830313041806221, accuracy 0.9948235294117647
Epoch 1: train loss 0.07628142088651657, accuracy 0.9950588235294118
Epoch 2: train loss 0.07822048664093018, accuracy 0.9936470588235294
Epoch 3: train loss 0.0770951360464096, accuracy 0.9978823529411764
Epoch 4: train loss 0.07804378867149353, accuracy 0.9948235294117647
Epoch 5: train loss 0.07802577316761017, accuracy 0.9943529411764706
Epoch 6: train loss 0.07832413166761398, accuracy 0.996
Epoch 7: train loss 0.0773586556315422, accuracy 0.9950588235294118
Epoch 8: train loss 0.077143594622612, accuracy 0.9952941176470588
Epoch 9: train loss 0.07604436576366425, accuracy 0.9950588235294118
Epoch 10: train loss 0.07778648287057877, accuracy 0.9948235294117647
Epoch 1: train loss 0.07292913645505905, accuracy 0.9962352941176471
Epoch 2: train loss 0.07573281973600388, accuracy 0.9976470588235294
Epoch 3: train loss 0.07529112696647644, accuracy 0.9967058823529412
Epoch 4: train loss 0.072976253926754, accuracy 0.9967058823529412
Epoch 5: train loss 0.07571879774332047, accuracy 0.9971764705882353
Epoch 6: train loss 0.07323174923658371, accuracy 0.9974117647058823
Epoch 7: train loss 0.07481801509857178, accuracy 0.9971764705882353
Epoch 8: train loss 0.07473593950271606, accuracy 0.9967058823529412
Epoch 9: train loss 0.07589693367481232, accuracy 0.996
Epoch 10: train loss 0.07374657690525055, accuracy 0.9967058823529412
