Epoch 1: train loss 0.0032067466527223587, accuracy 0.9901176470588235
Epoch 2: train loss 0.0005924948491156101, accuracy 0.9976470588235294
Epoch 3: train loss 0.0006607467657886446, accuracy 0.9981176470588236
Epoch 4: train loss 0.00015707564307376742, accuracy 0.9997647058823529
Epoch 5: train loss 0.00021410547196865082, accuracy 0.9995294117647059
Epoch 6: train loss 6.277513602981344e-05, accuracy 1.0
Epoch 7: train loss 0.00014426882262341678, accuracy 0.9992941176470588
Epoch 8: train loss 0.0003160994965583086, accuracy 0.9990588235294118
Epoch 9: train loss 9.69594475463964e-05, accuracy 0.9997647058823529
Epoch 10: train loss 6.723580008838326e-05, accuracy 0.9997647058823529
Epoch 1: train loss 0.0034698836971074343, accuracy 0.9903529411764705
Epoch 2: train loss 0.0004864725924562663, accuracy 0.9976470588235294
Epoch 3: train loss 0.0003680388326756656, accuracy 0.9985882352941177
Epoch 4: train loss 0.0005743979127146304, accuracy 0.9983529411764706
Epoch 5: train loss 0.00037275790236890316, accuracy 0.9976470588235294
Epoch 6: train loss 0.00017545711307320744, accuracy 0.9995294117647059
Epoch 7: train loss 0.00010638700041454285, accuracy 0.9997647058823529
Epoch 8: train loss 6.278946239035577e-05, accuracy 1.0
Epoch 9: train loss 0.0001322796306340024, accuracy 0.9992941176470588
Epoch 10: train loss 7.006635132711381e-05, accuracy 0.9997647058823529
Epoch 1: train loss 0.0020180395804345608, accuracy 0.9941176470588236
Epoch 2: train loss 0.0012080875458195806, accuracy 0.9964705882352941
Epoch 3: train loss 0.0005540037527680397, accuracy 0.9981176470588236
Epoch 4: train loss 0.000119869684567675, accuracy 0.9997647058823529
Epoch 5: train loss 0.00014284189091995358, accuracy 0.9997647058823529
Epoch 6: train loss 0.00012709980364888906, accuracy 0.9995294117647059
Epoch 7: train loss 0.00010820775059983134, accuracy 1.0
Epoch 8: train loss 0.00028736135573126376, accuracy 0.9985882352941177
Epoch 9: train loss 5.799432619824074e-05, accuracy 0.9997647058823529
Epoch 10: train loss 6.470640073530376e-05, accuracy 0.9997647058823529
Epoch 1: train loss 0.0022540201898664236, accuracy 0.9912941176470588
Epoch 2: train loss 0.0002654573763720691, accuracy 0.9990588235294118
Epoch 3: train loss 0.00022461074695456773, accuracy 0.9992941176470588
Epoch 4: train loss 0.0005829290021210909, accuracy 0.9974117647058823
Epoch 5: train loss 0.0002813846222124994, accuracy 0.9985882352941177
Epoch 6: train loss 0.0004463164077606052, accuracy 0.9988235294117647
Epoch 7: train loss 8.532767969882116e-05, accuracy 0.9997647058823529
Epoch 8: train loss 7.992097380338237e-05, accuracy 0.9997647058823529
Epoch 9: train loss 8.658819569973275e-05, accuracy 0.9995294117647059
Epoch 10: train loss 4.199126487947069e-05, accuracy 1.0
Epoch 1: train loss 0.0031079701147973537, accuracy 0.9889411764705882
Epoch 2: train loss 0.0007629348547197878, accuracy 0.9964705882352941
Epoch 3: train loss 0.0004217855748720467, accuracy 0.9990588235294118
Epoch 4: train loss 0.00022500267368741333, accuracy 0.9988235294117647
Epoch 5: train loss 0.00016018390306271613, accuracy 0.9992941176470588
Epoch 6: train loss 0.00042034112266264856, accuracy 0.9988235294117647
Epoch 7: train loss 0.00012290975428186357, accuracy 0.9997647058823529
Epoch 8: train loss 0.00010190546890953556, accuracy 0.9997647058823529
Epoch 9: train loss 7.883234502514824e-05, accuracy 0.9995294117647059
Epoch 10: train loss 3.865009421133436e-05, accuracy 1.0
Epoch 1: train loss 0.002308240858837962, accuracy 0.9912941176470588
Epoch 2: train loss 0.00032302597537636757, accuracy 0.9990588235294118
Epoch 3: train loss 0.00022261455887928605, accuracy 0.9992941176470588
Epoch 4: train loss 0.0004626004374586046, accuracy 0.9985882352941177
Epoch 5: train loss 0.0006319299573078752, accuracy 0.9981176470588236
Epoch 6: train loss 0.00032054248731583357, accuracy 0.9988235294117647
Epoch 7: train loss 0.00016710131603758782, accuracy 0.9995294117647059
Epoch 8: train loss 0.00021210909471847117, accuracy 0.9992941176470588
Epoch 9: train loss 0.0002998543786816299, accuracy 0.9988235294117647
Epoch 10: train loss 5.404728290159255e-05, accuracy 1.0
Epoch 1: train loss 0.0023358191829174757, accuracy 0.9908235294117647
Epoch 2: train loss 0.0007502134540118277, accuracy 0.9964705882352941
Epoch 3: train loss 0.0006627000984735787, accuracy 0.9971764705882353
Epoch 4: train loss 0.0003276508941780776, accuracy 0.9985882352941177
Epoch 5: train loss 0.0002115568204317242, accuracy 0.9995294117647059
Epoch 6: train loss 0.00010516656038817018, accuracy 0.9997647058823529
Epoch 7: train loss 0.0004350332892499864, accuracy 0.9990588235294118
Epoch 8: train loss 9.09718219190836e-05, accuracy 0.9997647058823529
Epoch 9: train loss 0.00014792211004532874, accuracy 0.9997647058823529
Epoch 10: train loss 5.9115605836268514e-05, accuracy 0.9997647058823529
Epoch 1: train loss 0.0025145539548248053, accuracy 0.9905882352941177
Epoch 2: train loss 0.0008543247822672129, accuracy 0.9971764705882353
Epoch 3: train loss 0.00011943793651880696, accuracy 0.9997647058823529
Epoch 4: train loss 0.00025647939764894545, accuracy 0.9990588235294118
Epoch 5: train loss 0.00036800693487748504, accuracy 0.9988235294117647
Epoch 6: train loss 0.0002596830599941313, accuracy 0.9992941176470588
Epoch 7: train loss 5.4577838454861194e-05, accuracy 1.0
Epoch 8: train loss 7.701021240791306e-05, accuracy 0.9997647058823529
Epoch 9: train loss 3.1577899790136144e-05, accuracy 1.0
Epoch 10: train loss 6.308471347438172e-05, accuracy 0.9997647058823529
