Epoch 1: train loss 1.4336227178573608, accuracy 0.9051930304065596
Epoch 2: train loss 1.4212620258331299, accuracy 0.9176631363170482
Epoch 3: train loss 1.4335066080093384, accuracy 0.9103177314656645
Epoch 4: train loss 1.4139078855514526, accuracy 0.9176631363170482
Epoch 5: train loss 1.4440274238586426, accuracy 0.9125384352579433
Epoch 6: train loss 1.423916220664978, accuracy 0.9132217287324906
Epoch 7: train loss 1.402746558189392, accuracy 0.920908780321148
Epoch 8: train loss 1.4514240026474, accuracy 0.8975059788179023
Epoch 9: train loss 1.4225807189941406, accuracy 0.909805261359754
Epoch 10: train loss 1.4298447370529175, accuracy 0.9031431499829177
Epoch 1: train loss 1.324777364730835, accuracy 0.9350871199180047
Epoch 2: train loss 1.3523085117340088, accuracy 0.9357704133925521
Epoch 3: train loss 1.3281339406967163, accuracy 0.9374786470789204
Epoch 4: train loss 1.3142212629318237, accuracy 0.9386744106593782
Epoch 5: train loss 1.3282506465911865, accuracy 0.936795353604373
Epoch 6: train loss 1.31926429271698, accuracy 0.9426033481380253
Epoch 7: train loss 1.3353893756866455, accuracy 0.9280833618038947
Epoch 8: train loss 1.3166576623916626, accuracy 0.9323539460198155
Epoch 9: train loss 1.321610689163208, accuracy 0.9385035872907413
Epoch 10: train loss 1.3444496393203735, accuracy 0.941920054663478
Epoch 1: train loss 1.2175384759902954, accuracy 0.9376494704475572
Epoch 2: train loss 1.2370760440826416, accuracy 0.9441407584557567
Epoch 3: train loss 1.2484549283981323, accuracy 0.9352579432866416
Epoch 4: train loss 1.2498621940612793, accuracy 0.939870174239836
Epoch 5: train loss 1.2641067504882812, accuracy 0.9374786470789204
Epoch 6: train loss 1.243623971939087, accuracy 0.939870174239836
Epoch 7: train loss 1.2475932836532593, accuracy 0.9309873590707208
Epoch 8: train loss 1.2366564273834229, accuracy 0.9277417150666211
Epoch 9: train loss 1.2528716325759888, accuracy 0.9355995900239152
Epoch 10: train loss 1.262745976448059, accuracy 0.9355995900239152
Epoch 1: train loss 1.141785979270935, accuracy 0.9455073454048514
Epoch 2: train loss 1.167512059211731, accuracy 0.9477280491971302
Epoch 3: train loss 1.1925406455993652, accuracy 0.9472155790912197
Epoch 4: train loss 1.1932293176651, accuracy 0.9511445165698668
Epoch 5: train loss 1.1929500102996826, accuracy 0.9371370003416467
Epoch 6: train loss 1.1788458824157715, accuracy 0.9508028698325931
Epoch 7: train loss 1.182573676109314, accuracy 0.9426033481380253
Epoch 8: train loss 1.1642191410064697, accuracy 0.9528527502562351
Epoch 9: train loss 1.1669583320617676, accuracy 0.9472155790912197
Epoch 10: train loss 1.1519343852996826, accuracy 0.9487529894089511
Epoch 1: train loss 1.085092544555664, accuracy 0.9637854458489922
Epoch 2: train loss 1.088426113128662, accuracy 0.9595148616330714
Epoch 3: train loss 1.1325933933258057, accuracy 0.961906388793987
Epoch 4: train loss 1.0583714246749878, accuracy 0.9632729757430817
Epoch 5: train loss 1.0784733295440674, accuracy 0.9547318073112402
Epoch 6: train loss 1.0999982357025146, accuracy 0.9632729757430817
Epoch 7: train loss 1.109314203262329, accuracy 0.9567816877348821
Epoch 8: train loss 1.0907922983169556, accuracy 0.961906388793987
Epoch 9: train loss 1.0716748237609863, accuracy 0.9634437991117185
Epoch 10: train loss 1.0948282480239868, accuracy 0.962931329005808
Epoch 1: train loss 1.0401740074157715, accuracy 0.9519986334130509
Epoch 2: train loss 1.0588929653167725, accuracy 0.9634437991117185
Epoch 3: train loss 1.0466710329055786, accuracy 0.9542193372053297
Epoch 4: train loss 1.0557163953781128, accuracy 0.9617355654253502
Epoch 5: train loss 1.0658513307571411, accuracy 0.9583190980526136
Epoch 6: train loss 1.0283175706863403, accuracy 0.9605398018448924
Epoch 7: train loss 1.0768234729766846, accuracy 0.9518278100444141
Epoch 8: train loss 1.0535802841186523, accuracy 0.9576358045780663
Epoch 9: train loss 1.0454655885696411, accuracy 0.9651520327980868
Epoch 10: train loss 1.0583205223083496, accuracy 0.9644687393235395
Epoch 1: train loss 1.0844565629959106, accuracy 0.9552442774171507
Epoch 2: train loss 1.0722781419754028, accuracy 0.9567816877348821
Epoch 3: train loss 1.0820823907852173, accuracy 0.953877690468056
Epoch 4: train loss 1.079822301864624, accuracy 0.9516569866757773
Epoch 5: train loss 1.0721931457519531, accuracy 0.9518278100444141
Epoch 6: train loss 1.0784493684768677, accuracy 0.955927570891698
Epoch 7: train loss 1.0477724075317383, accuracy 0.9572941578407926
Epoch 8: train loss 1.0879887342453003, accuracy 0.9591732148957978
Epoch 9: train loss 1.097419261932373, accuracy 0.9526819268875982
Epoch 10: train loss 1.0811275243759155, accuracy 0.9514861633071404
Epoch 1: train loss 1.0541670322418213, accuracy 0.9490946361462248
Epoch 2: train loss 1.0518189668655396, accuracy 0.9554151007857875
Epoch 3: train loss 1.0543287992477417, accuracy 0.9552442774171507
Epoch 4: train loss 1.0696020126342773, accuracy 0.9596856850017083
Epoch 5: train loss 1.0284442901611328, accuracy 0.9634437991117185
Epoch 6: train loss 1.0418939590454102, accuracy 0.9601981551076187
Epoch 7: train loss 1.0284775495529175, accuracy 0.9631021523744449
Epoch 8: train loss 1.0622947216033936, accuracy 0.9637854458489922
Epoch 9: train loss 1.0750601291656494, accuracy 0.9555859241544243
Epoch 10: train loss 1.059938669204712, accuracy 0.956952511103519
Epoch 1: train loss 0.9835484623908997, accuracy 0.954902630679877
Epoch 2: train loss 1.0180326700210571, accuracy 0.9593440382644346
Epoch 3: train loss 0.9942944645881653, accuracy 0.9613939186880766
Epoch 4: train loss 1.0162935256958008, accuracy 0.9560983942603348
Epoch 5: train loss 0.9974198341369629, accuracy 0.9550734540485138
Epoch 6: train loss 1.0069609880447388, accuracy 0.9613939186880766
Epoch 7: train loss 1.0139504671096802, accuracy 0.9554151007857875
Epoch 8: train loss 1.0281339883804321, accuracy 0.9550734540485138
Epoch 9: train loss 0.9939514994621277, accuracy 0.9562692176289717
Epoch 10: train loss 1.0356110334396362, accuracy 0.96498120942945
Epoch 1: train loss 1.0051466226577759, accuracy 0.9557567475230612
Epoch 2: train loss 0.9642601013183594, accuracy 0.9557567475230612
Epoch 3: train loss 0.9745904207229614, accuracy 0.9545609839426034
Epoch 4: train loss 0.9693069458007812, accuracy 0.9641270925862658
Epoch 5: train loss 0.9729917049407959, accuracy 0.9608814485821661
