Epoch 1: train loss 1.3077025413513184, accuracy 0.973009907755381
Epoch 2: train loss 1.3327733278274536, accuracy 0.9673727365903656
Epoch 3: train loss 1.3353900909423828, accuracy 0.9675435599590024
Epoch 4: train loss 1.3020281791687012, accuracy 0.9677143833276393
Epoch 5: train loss 1.315603256225586, accuracy 0.9668602664844551
Epoch 6: train loss 1.329087257385254, accuracy 0.9666894431158183
Epoch 7: train loss 1.3284852504730225, accuracy 0.9721557909121968
Epoch 8: train loss 1.3111693859100342, accuracy 0.9661769730099078
Epoch 9: train loss 1.3206288814544678, accuracy 0.974034847967202
Epoch 10: train loss 1.3076838254928589, accuracy 0.9726682610181073
Epoch 1: train loss 1.2136694192886353, accuracy 0.9677143833276393
Epoch 2: train loss 1.2122970819473267, accuracy 0.9721557909121968
Epoch 3: train loss 1.2468420267105103, accuracy 0.9694226170140076
Epoch 4: train loss 1.2509602308273315, accuracy 0.9765971984967543
Epoch 5: train loss 1.207478642463684, accuracy 0.973009907755381
Epoch 6: train loss 1.2245100736618042, accuracy 0.9764263751281175
Epoch 7: train loss 1.2526042461395264, accuracy 0.9752306115476597
Epoch 8: train loss 1.2229905128479004, accuracy 0.9735223778612915
Epoch 9: train loss 1.2581572532653809, accuracy 0.9731807311240178
Epoch 10: train loss 1.2316190004348755, accuracy 0.9742056713358388
Epoch 1: train loss 1.155745029449463, accuracy 0.9738640245985651
Epoch 2: train loss 1.1533026695251465, accuracy 0.9745473180731125
Epoch 3: train loss 1.1986346244812012, accuracy 0.9755722582849333
Epoch 4: train loss 1.1736125946044922, accuracy 0.9776221387085753
Epoch 5: train loss 1.1733508110046387, accuracy 0.980867782712675
Epoch 6: train loss 1.167402744293213, accuracy 0.975913905022207
Epoch 7: train loss 1.1645169258117676, accuracy 0.9777929620772121
Epoch 8: train loss 1.1290332078933716, accuracy 0.9757430816535702
Epoch 9: train loss 1.1871651411056519, accuracy 0.9755722582849333
Epoch 10: train loss 1.1654490232467651, accuracy 0.9789887256576699
Epoch 1: train loss 1.1242221593856812, accuracy 0.9731807311240178
Epoch 2: train loss 1.199926733970642, accuracy 0.9731807311240178
Epoch 3: train loss 1.169122576713562, accuracy 0.9697642637512812
Epoch 4: train loss 1.1162159442901611, accuracy 0.9793303723949436
Epoch 5: train loss 1.1527562141418457, accuracy 0.975913905022207
Epoch 6: train loss 1.153153657913208, accuracy 0.9711308507003759
Epoch 7: train loss 1.0875029563903809, accuracy 0.9765971984967543
Epoch 8: train loss 1.1162768602371216, accuracy 0.9774513153399385
Epoch 9: train loss 1.151450753211975, accuracy 0.9724974376494705
Epoch 10: train loss 1.1489862203598022, accuracy 0.9764263751281175
Epoch 1: train loss 1.1561657190322876, accuracy 0.9735223778612915
Epoch 2: train loss 1.167245626449585, accuracy 0.9742056713358388
Epoch 3: train loss 1.1510967016220093, accuracy 0.9747181414417493
Epoch 4: train loss 1.1481828689575195, accuracy 0.9752306115476597
Epoch 5: train loss 1.1276558637619019, accuracy 0.9750597881790228
Epoch 6: train loss 1.1485233306884766, accuracy 0.9757430816535702
Epoch 7: train loss 1.164023995399475, accuracy 0.9731807311240178
Epoch 8: train loss 1.1663752794265747, accuracy 0.9733515544926546
Epoch 9: train loss 1.1505409479141235, accuracy 0.9747181414417493
Epoch 10: train loss 1.1384408473968506, accuracy 0.9723266142808337
Epoch 1: train loss 1.1110115051269531, accuracy 0.9789887256576699
Epoch 2: train loss 1.1530934572219849, accuracy 0.974034847967202
Epoch 3: train loss 1.1309468746185303, accuracy 0.9834301332422275
Epoch 4: train loss 1.151005744934082, accuracy 0.9791595490263068
Epoch 5: train loss 1.1345638036727905, accuracy 0.9810386060813119
