Epoch 1: train loss 0.04596354067325592, accuracy 0.528
Epoch 2: train loss 0.04998023435473442, accuracy 0.644
Epoch 3: train loss 0.050701919943094254, accuracy 0.632
Epoch 4: train loss 0.04998200759291649, accuracy 0.624
Epoch 5: train loss 0.04990177974104881, accuracy 0.636
Epoch 6: train loss 0.05013862997293472, accuracy 0.646
Epoch 7: train loss 0.0501217246055603, accuracy 0.638
Epoch 8: train loss 0.05093536153435707, accuracy 0.602
Epoch 9: train loss 0.05022935941815376, accuracy 0.642
Epoch 10: train loss 0.05050063878297806, accuracy 0.648
Epoch 11: train loss 0.05055641382932663, accuracy 0.654
Epoch 12: train loss 0.05072017386555672, accuracy 0.65
Epoch 13: train loss 0.05047467350959778, accuracy 0.642
Epoch 14: train loss 0.04999368265271187, accuracy 0.608
Epoch 15: train loss 0.04980473965406418, accuracy 0.668
Epoch 16: train loss 0.050122685730457306, accuracy 0.648
Epoch 17: train loss 0.05041788890957832, accuracy 0.642
Epoch 18: train loss 0.05024980381131172, accuracy 0.654
Epoch 19: train loss 0.049921803176403046, accuracy 0.67
Epoch 20: train loss 0.05003271996974945, accuracy 0.652
Epoch 1: train loss 0.04543410614132881, accuracy 0.546
Epoch 2: train loss 0.04921489208936691, accuracy 0.67
Epoch 3: train loss 0.050448425114154816, accuracy 0.686
Epoch 4: train loss 0.05019960179924965, accuracy 0.68
Epoch 5: train loss 0.05033540353178978, accuracy 0.712
Epoch 6: train loss 0.04998594895005226, accuracy 0.698
Epoch 7: train loss 0.04967709630727768, accuracy 0.69
Epoch 8: train loss 0.0501118004322052, accuracy 0.6
Epoch 9: train loss 0.050396692007780075, accuracy 0.656
Epoch 10: train loss 0.049332112073898315, accuracy 0.676
Epoch 11: train loss 0.05016573145985603, accuracy 0.68
Epoch 12: train loss 0.04963440075516701, accuracy 0.638
Epoch 13: train loss 0.049776602536439896, accuracy 0.696
Epoch 14: train loss 0.04960709437727928, accuracy 0.68
Epoch 15: train loss 0.049802470952272415, accuracy 0.718
Epoch 16: train loss 0.050359610468149185, accuracy 0.72
Epoch 17: train loss 0.049856897443532944, accuracy 0.67
Epoch 18: train loss 0.0494520366191864, accuracy 0.678
Epoch 19: train loss 0.05017701908946037, accuracy 0.676
Epoch 20: train loss 0.04991404339671135, accuracy 0.7
Epoch 1: train loss 0.04438050091266632, accuracy 0.652
Epoch 2: train loss 0.05010741949081421, accuracy 0.678
Epoch 3: train loss 0.04918167367577553, accuracy 0.72
Epoch 4: train loss 0.049656014889478683, accuracy 0.692
Epoch 5: train loss 0.050059374421834946, accuracy 0.714
Epoch 6: train loss 0.049824994057416916, accuracy 0.716
Epoch 7: train loss 0.04912523180246353, accuracy 0.684
Epoch 8: train loss 0.04951745271682739, accuracy 0.688
Epoch 9: train loss 0.049316126853227615, accuracy 0.686
Epoch 10: train loss 0.04933343455195427, accuracy 0.71
Epoch 11: train loss 0.049388688057661057, accuracy 0.668
Epoch 12: train loss 0.049128610640764236, accuracy 0.714
Epoch 13: train loss 0.04957142099738121, accuracy 0.704
Epoch 14: train loss 0.04966825246810913, accuracy 0.738
Epoch 15: train loss 0.049661751836538315, accuracy 0.768
Epoch 16: train loss 0.049017034471035004, accuracy 0.724
Epoch 17: train loss 0.049826398491859436, accuracy 0.698
Epoch 18: train loss 0.049135971814394, accuracy 0.722
Epoch 19: train loss 0.04999782517552376, accuracy 0.73
Epoch 20: train loss 0.049602486193180084, accuracy 0.754
Epoch 1: train loss 0.04735301807522774, accuracy 0.564
Epoch 2: train loss 0.04955623671412468, accuracy 0.714
Epoch 3: train loss 0.049336522817611694, accuracy 0.752
Epoch 4: train loss 0.04959036782383919, accuracy 0.716
Epoch 5: train loss 0.04963752627372742, accuracy 0.714
Epoch 6: train loss 0.04932163283228874, accuracy 0.734
Epoch 7: train loss 0.04895469546318054, accuracy 0.74
Epoch 8: train loss 0.04974346607923508, accuracy 0.744
Epoch 9: train loss 0.050134457647800446, accuracy 0.754
Epoch 10: train loss 0.0495653934776783, accuracy 0.728
Epoch 11: train loss 0.04951750114560127, accuracy 0.718
Epoch 12: train loss 0.049665890634059906, accuracy 0.724
Epoch 13: train loss 0.04976561293005943, accuracy 0.718
Epoch 14: train loss 0.04959097504615784, accuracy 0.768
Epoch 15: train loss 0.049879610538482666, accuracy 0.71
Epoch 16: train loss 0.049104973673820496, accuracy 0.69
Epoch 17: train loss 0.04972434043884277, accuracy 0.734
Epoch 18: train loss 0.04943016543984413, accuracy 0.73
Epoch 19: train loss 0.04980313405394554, accuracy 0.754
Epoch 20: train loss 0.049403101205825806, accuracy 0.738
Epoch 1: train loss 0.04542183503508568, accuracy 0.634
Epoch 2: train loss 0.049477625638246536, accuracy 0.722
Epoch 3: train loss 0.04992178827524185, accuracy 0.722
Epoch 4: train loss 0.04966070130467415, accuracy 0.732
Epoch 5: train loss 0.04872489720582962, accuracy 0.722
Epoch 6: train loss 0.04931434616446495, accuracy 0.726
