Epoch 1: train loss 0.04551286995410919, accuracy 0.588
Epoch 2: train loss 0.05049347132444382, accuracy 0.658
Epoch 3: train loss 0.050589628517627716, accuracy 0.68
Epoch 4: train loss 0.05050810053944588, accuracy 0.64
Epoch 5: train loss 0.04983769357204437, accuracy 0.648
Epoch 6: train loss 0.0499846376478672, accuracy 0.604
Epoch 7: train loss 0.04967794194817543, accuracy 0.648
Epoch 8: train loss 0.050029952079057693, accuracy 0.688
Epoch 9: train loss 0.050442855805158615, accuracy 0.654
Epoch 10: train loss 0.04978237673640251, accuracy 0.624
Epoch 11: train loss 0.05062022805213928, accuracy 0.694
Epoch 12: train loss 0.05059095844626427, accuracy 0.666
Epoch 13: train loss 0.050027232617139816, accuracy 0.67
Epoch 14: train loss 0.04980361461639404, accuracy 0.69
Epoch 15: train loss 0.050209544599056244, accuracy 0.69
Epoch 16: train loss 0.05023452267050743, accuracy 0.67
Epoch 17: train loss 0.04983999952673912, accuracy 0.688
Epoch 18: train loss 0.05005786195397377, accuracy 0.708
Epoch 19: train loss 0.049955401569604874, accuracy 0.69
Epoch 20: train loss 0.050096940249204636, accuracy 0.682
Epoch 1: train loss 0.04589051008224487, accuracy 0.542
Epoch 2: train loss 0.04989689216017723, accuracy 0.632
Epoch 3: train loss 0.04995479807257652, accuracy 0.672
Epoch 4: train loss 0.05056712031364441, accuracy 0.676
Epoch 5: train loss 0.05032908916473389, accuracy 0.682
Epoch 6: train loss 0.05001765489578247, accuracy 0.658
Epoch 7: train loss 0.0498412661254406, accuracy 0.71
Epoch 8: train loss 0.04984308034181595, accuracy 0.678
Epoch 9: train loss 0.050734132528305054, accuracy 0.616
Epoch 10: train loss 0.049972936511039734, accuracy 0.664
Epoch 11: train loss 0.050514791160821915, accuracy 0.692
Epoch 12: train loss 0.05027344077825546, accuracy 0.692
Epoch 13: train loss 0.04994514212012291, accuracy 0.672
Epoch 14: train loss 0.04956110194325447, accuracy 0.716
Epoch 15: train loss 0.049642954021692276, accuracy 0.696
Epoch 16: train loss 0.050349023193120956, accuracy 0.726
Epoch 17: train loss 0.050189562141895294, accuracy 0.712
Epoch 18: train loss 0.04994983226060867, accuracy 0.666
Epoch 19: train loss 0.050443436950445175, accuracy 0.696
Epoch 20: train loss 0.04984360560774803, accuracy 0.706
Epoch 1: train loss 0.0458822101354599, accuracy 0.606
Epoch 2: train loss 0.05004643648862839, accuracy 0.646
Epoch 3: train loss 0.05017425864934921, accuracy 0.698
Epoch 4: train loss 0.050111934542655945, accuracy 0.714
