Epoch 1: train loss 0.04625376686453819, accuracy 0.514
Epoch 2: train loss 0.05038963258266449, accuracy 0.626
Epoch 1: train loss 0.04607992246747017, accuracy 0.56
Epoch 2: train loss 0.04984347149729729, accuracy 0.608
Epoch 1: train loss 0.04594520479440689, accuracy 0.538
Epoch 2: train loss 0.050645433366298676, accuracy 0.612
Epoch 1: train loss 0.04569033533334732, accuracy 0.586
Epoch 2: train loss 0.049580082297325134, accuracy 0.58
Epoch 1: train loss 0.04551567882299423, accuracy 0.55
Epoch 2: train loss 0.05037529021501541, accuracy 0.644
Epoch 1: train loss 0.046352460980415344, accuracy 0.57
Epoch 2: train loss 0.04974820464849472, accuracy 0.646
Epoch 1: train loss 0.047013044357299805, accuracy 0.546
Epoch 2: train loss 0.05004502460360527, accuracy 0.606
Epoch 1: train loss 0.045790333300828934, accuracy 0.61
Epoch 2: train loss 0.04948926717042923, accuracy 0.666
Epoch 1: train loss 0.04554623365402222, accuracy 0.576
Epoch 2: train loss 0.05003118887543678, accuracy 0.672
Epoch 1: train loss 0.04606051743030548, accuracy 0.54
Epoch 2: train loss 0.05040853098034859, accuracy 0.626
Epoch 1: train loss 0.045236483216285706, accuracy 0.578
Epoch 2: train loss 0.04962538182735443, accuracy 0.644
Epoch 1: train loss 0.04658597335219383, accuracy 0.546
Epoch 2: train loss 0.04988151788711548, accuracy 0.628
Epoch 1: train loss 0.04576179385185242, accuracy 0.542
Epoch 2: train loss 0.049494363367557526, accuracy 0.7
Epoch 1: train loss 0.04632413387298584, accuracy 0.566
Epoch 2: train loss 0.049910396337509155, accuracy 0.634
Epoch 1: train loss 0.045536529272794724, accuracy 0.596
Epoch 2: train loss 0.04976117983460426, accuracy 0.686
Epoch 1: train loss 0.04482157155871391, accuracy 0.584
Epoch 2: train loss 0.049930427223443985, accuracy 0.704
Epoch 1: train loss 0.04396034777164459, accuracy 0.596
Epoch 2: train loss 0.04952486231923103, accuracy 0.654
Epoch 1: train loss 0.04506005346775055, accuracy 0.562
Epoch 2: train loss 0.050193384289741516, accuracy 0.648
Epoch 1: train loss 0.04381395876407623, accuracy 0.566
Epoch 2: train loss 0.04926397651433945, accuracy 0.684
Epoch 1: train loss 0.04402608424425125, accuracy 0.572
Epoch 2: train loss 0.04912278801202774, accuracy 0.658
Epoch 1: train loss 0.04496651142835617, accuracy 0.59
Epoch 2: train loss 0.04975785315036774, accuracy 0.672
Epoch 1: train loss 0.04482965171337128, accuracy 0.582
Epoch 2: train loss 0.049768269062042236, accuracy 0.658
Epoch 1: train loss 0.04422551766037941, accuracy 0.58
Epoch 2: train loss 0.04990055784583092, accuracy 0.692
Epoch 1: train loss 0.045875076204538345, accuracy 0.596
Epoch 2: train loss 0.049417052417993546, accuracy 0.672
Epoch 1: train loss 0.04648521542549133, accuracy 0.58
Epoch 2: train loss 0.0489022471010685, accuracy 0.658
Epoch 1: train loss 0.044665105640888214, accuracy 0.584
Epoch 2: train loss 0.04965147003531456, accuracy 0.664
Epoch 1: train loss 0.04594084993004799, accuracy 0.6
Epoch 2: train loss 0.04978668689727783, accuracy 0.66
Epoch 1: train loss 0.04442838206887245, accuracy 0.608
Epoch 2: train loss 0.04961644485592842, accuracy 0.708
Epoch 1: train loss 0.04331384599208832, accuracy 0.578
Epoch 2: train loss 0.050082411617040634, accuracy 0.656
Epoch 1: train loss 0.04533546417951584, accuracy 0.54
Epoch 2: train loss 0.04982227832078934, accuracy 0.686
Epoch 1: train loss 0.04430927336215973, accuracy 0.584
Epoch 2: train loss 0.04912763461470604, accuracy 0.702
Epoch 1: train loss 0.04378991201519966, accuracy 0.576
Epoch 2: train loss 0.049996256828308105, accuracy 0.692
Epoch 1: train loss 0.044429365545511246, accuracy 0.554
Epoch 2: train loss 0.04957099258899689, accuracy 0.682
Epoch 1: train loss 0.045516107231378555, accuracy 0.58
Epoch 2: train loss 0.049658000469207764, accuracy 0.69
Epoch 1: train loss 0.04421785846352577, accuracy 0.556
Epoch 2: train loss 0.04900495707988739, accuracy 0.624
Epoch 1: train loss 0.04404015839099884, accuracy 0.58
Epoch 2: train loss 0.049004100263118744, accuracy 0.668
Epoch 1: train loss 0.04443950578570366, accuracy 0.55
Epoch 2: train loss 0.048861898481845856, accuracy 0.688
Epoch 1: train loss 0.04498622566461563, accuracy 0.588
Epoch 2: train loss 0.050036150962114334, accuracy 0.726
Epoch 1: train loss 0.043472062796354294, accuracy 0.594
Epoch 2: train loss 0.048994190990924835, accuracy 0.658
Epoch 1: train loss 0.0442233681678772, accuracy 0.554
Epoch 2: train loss 0.04910718649625778, accuracy 0.714
Epoch 1: train loss 0.04565896838903427, accuracy 0.622
Epoch 2: train loss 0.048989519476890564, accuracy 0.668
Epoch 1: train loss 0.04411908984184265, accuracy 0.578
Epoch 2: train loss 0.04907252639532089, accuracy 0.638
Epoch 1: train loss 0.043727319687604904, accuracy 0.638
Epoch 2: train loss 0.04929507523775101, accuracy 0.7
Epoch 1: train loss 0.04534966126084328, accuracy 0.578
Epoch 2: train loss 0.04921194165945053, accuracy 0.67
Epoch 1: train loss 0.04395751282572746, accuracy 0.606
Epoch 2: train loss 0.04897976294159889, accuracy 0.7
Epoch 1: train loss 0.044883087277412415, accuracy 0.598
Epoch 2: train loss 0.049428969621658325, accuracy 0.698
Epoch 1: train loss 0.04556775838136673, accuracy 0.588
Epoch 2: train loss 0.04967238008975983, accuracy 0.688
Epoch 1: train loss 0.044827964156866074, accuracy 0.578
Epoch 2: train loss 0.048795342445373535, accuracy 0.708
Epoch 1: train loss 0.043666403740644455, accuracy 0.658
Epoch 2: train loss 0.0491819754242897, accuracy 0.742
Epoch 1: train loss 0.04444796219468117, accuracy 0.58
Epoch 2: train loss 0.049249835312366486, accuracy 0.712
Epoch 1: train loss 0.045124396681785583, accuracy 0.568
Epoch 2: train loss 0.04842502251267433, accuracy 0.664
Epoch 1: train loss 0.04497488588094711, accuracy 0.61
Epoch 2: train loss 0.049670375883579254, accuracy 0.684
Epoch 1: train loss 0.044755443930625916, accuracy 0.61
Epoch 2: train loss 0.049250148236751556, accuracy 0.682
Epoch 1: train loss 0.044667813926935196, accuracy 0.6
Epoch 2: train loss 0.048741597682237625, accuracy 0.744
Epoch 1: train loss 0.043908435851335526, accuracy 0.606
Epoch 2: train loss 0.04852192848920822, accuracy 0.738
Epoch 1: train loss 0.04497712105512619, accuracy 0.618
Epoch 2: train loss 0.04867936298251152, accuracy 0.704
Epoch 1: train loss 0.044772982597351074, accuracy 0.612
Epoch 2: train loss 0.048870064318180084, accuracy 0.728
Epoch 1: train loss 0.04457112029194832, accuracy 0.58
Epoch 2: train loss 0.04865557327866554, accuracy 0.734
Epoch 1: train loss 0.04379824921488762, accuracy 0.61
Epoch 2: train loss 0.04880157858133316, accuracy 0.738
Epoch 1: train loss 0.044293757528066635, accuracy 0.584
Epoch 2: train loss 0.04881356284022331, accuracy 0.744
Epoch 1: train loss 0.04355500265955925, accuracy 0.578
Epoch 2: train loss 0.04893886297941208, accuracy 0.744
Epoch 1: train loss 0.04398119077086449, accuracy 0.602
Epoch 2: train loss 0.048770785331726074, accuracy 0.73
Epoch 1: train loss 0.04499474912881851, accuracy 0.612
Epoch 2: train loss 0.04879067838191986, accuracy 0.746
Epoch 1: train loss 0.044023267924785614, accuracy 0.6
Epoch 2: train loss 0.048955000936985016, accuracy 0.688
Epoch 1: train loss 0.04334358125925064, accuracy 0.642
Epoch 2: train loss 0.04951779171824455, accuracy 0.72
Epoch 1: train loss 0.044547777622938156, accuracy 0.614
Epoch 2: train loss 0.0485130175948143, accuracy 0.72
Epoch 1: train loss 0.0467250794172287, accuracy 0.618
Epoch 2: train loss 0.048837240785360336, accuracy 0.726
Epoch 1: train loss 0.044151611626148224, accuracy 0.636
Epoch 2: train loss 0.04848555848002434, accuracy 0.73
Epoch 1: train loss 0.04617038369178772, accuracy 0.574
Epoch 2: train loss 0.048409104347229004, accuracy 0.698
Epoch 1: train loss 0.04418394714593887, accuracy 0.612
Epoch 2: train loss 0.04939587786793709, accuracy 0.704
